lib/ansible/module_utils/six/__init__.py:46:PY3 = sys.version_info[0] == 3
lib/ansible/module_utils/six/__init__.py:49:if PY3:
lib/ansible/module_utils/six/__init__.py:145:    _moved_attributes = []
lib/ansible/module_utils/six/__init__.py:102:        setattr(obj, self.name, result)  # Invokes __set__.
lib/ansible/module_utils/six/__init__.py:103:        try:
lib/ansible/module_utils/six/__init__.py:106:            delattr(obj.__class__, self.name)
lib/ansible/module_utils/six/__init__.py:109:        return result
lib/ansible/module_utils/six/__init__.py:696:    exec_ = getattr(moves.builtins, "exec")
lib/ansible/module_utils/six/__init__.py:730:if sys.version_info[:2] == (3, 2):
lib/ansible/module_utils/six/__init__.py:29:
lib/ansible/module_utils/six/__init__.py:739:elif sys.version_info[:2] > (3, 2):
lib/ansible/module_utils/six/__init__.py:740:    exec_("""def raise_from(value, from_value):
lib/ansible/module_utils/six/__init__.py:751:print_ = getattr(moves.builtins, "print", None)
lib/ansible/module_utils/six/__init__.py:752:if print_ is None:
lib/ansible/module_utils/six/__init__.py:806:if sys.version_info[:2] < (3, 3):
lib/ansible/module_utils/six/__init__.py:816:_add_doc(reraise, """Reraise an exception.""")
lib/ansible/module_utils/six/__init__.py:84:def _add_doc(func, doc):
lib/ansible/module_utils/six/__init__.py:86:    func.__doc__ = doc
lib/ansible/module_utils/six/__init__.py:818:if sys.version_info[0:2] < (3, 4):
lib/ansible/module_utils/six/__init__.py:945:if globals().get("__spec__") is not None:
lib/ansible/module_utils/six/__init__.py:950:if sys.meta_path:
lib/ansible/module_utils/six/__init__.py:951:    for i, importer in enumerate(sys.meta_path):
lib/ansible/module_utils/six/__init__.py:956:        if (type(importer).__name__ == "_SixMetaPathImporter" and
lib/ansible/module_utils/six/__init__.py:951:    for i, importer in enumerate(sys.meta_path):
lib/ansible/module_utils/six/__init__.py:956:        if (type(importer).__name__ == "_SixMetaPathImporter" and
lib/ansible/module_utils/six/__init__.py:951:    for i, importer in enumerate(sys.meta_path):
lib/ansible/module_utils/six/__init__.py:956:        if (type(importer).__name__ == "_SixMetaPathImporter" and
lib/ansible/module_utils/six/__init__.py:951:    for i, importer in enumerate(sys.meta_path):
lib/ansible/module_utils/six/__init__.py:956:        if (type(importer).__name__ == "_SixMetaPathImporter" and
lib/ansible/module_utils/six/__init__.py:951:    for i, importer in enumerate(sys.meta_path):
lib/ansible/module_utils/six/__init__.py:956:        if (type(importer).__name__ == "_SixMetaPathImporter" and
lib/ansible/module_utils/six/__init__.py:962:sys.meta_path.append(_importer)
lib/ansible/utils/version.py:17:SEMVER_RE = re.compile(
lib/ansible/utils/version.py:136:    def __init__(self, vstring=None):
lib/ansible/utils/version.py:137:        self.vstring = vstring
lib/ansible/utils/version.py:138:        self.major = None
lib/ansible/utils/version.py:139:        self.minor = None
lib/ansible/utils/version.py:140:        self.patch = None
lib/ansible/utils/version.py:141:        self.prerelease = ()
lib/ansible/utils/version.py:142:        self.buildmetadata = ()
lib/ansible/utils/version.py:144:        if vstring:
lib/ansible/utils/version.py:145:            self.parse(vstring)
lib/ansible/utils/version.py:191:    def parse(self, vstring):
lib/ansible/utils/version.py:192:        match = SEMVER_RE.match(vstring)
lib/ansible/utils/version.py:193:        if not match:
lib/ansible/utils/version.py:196:        (major, minor, patch, prerelease, buildmetadata) = match.group(1, 2, 3, 4, 5)
lib/ansible/utils/version.py:201:        if prerelease:
lib/ansible/utils/version.py:203:        if buildmetadata:
lib/ansible/utils/version.py:136:    def __init__(self, vstring=None):
lib/ansible/utils/version.py:137:        self.vstring = vstring
lib/ansible/utils/version.py:138:        self.major = None
lib/ansible/utils/version.py:139:        self.minor = None
lib/ansible/utils/version.py:140:        self.patch = None
lib/ansible/utils/version.py:141:        self.prerelease = ()
lib/ansible/utils/version.py:142:        self.buildmetadata = ()
lib/ansible/utils/version.py:144:        if vstring:
lib/ansible/utils/version.py:145:            self.parse(vstring)
lib/ansible/utils/version.py:191:    def parse(self, vstring):
lib/ansible/utils/version.py:192:        match = SEMVER_RE.match(vstring)
lib/ansible/utils/version.py:193:        if not match:
lib/ansible/utils/version.py:196:        (major, minor, patch, prerelease, buildmetadata) = match.group(1, 2, 3, 4, 5)
lib/ansible/utils/version.py:201:        if prerelease:
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:202:            self.prerelease = tuple(_Numeric(x) if x.isdigit() else _Alpha(x) for x in prerelease.split('.'))
lib/ansible/utils/version.py:203:        if buildmetadata:
lib/ansible/utils/version.py:136:    def __init__(self, vstring=None):
lib/ansible/utils/version.py:137:        self.vstring = vstring
lib/ansible/utils/version.py:138:        self.major = None
lib/ansible/utils/version.py:139:        self.minor = None
lib/ansible/utils/version.py:140:        self.patch = None
lib/ansible/utils/version.py:141:        self.prerelease = ()
lib/ansible/utils/version.py:142:        self.buildmetadata = ()
lib/ansible/utils/version.py:144:        if vstring:
lib/ansible/utils/version.py:145:            self.parse(vstring)
lib/ansible/utils/version.py:191:    def parse(self, vstring):
lib/ansible/utils/version.py:192:        match = SEMVER_RE.match(vstring)
lib/ansible/utils/version.py:193:        if not match:
lib/ansible/utils/version.py:196:        (major, minor, patch, prerelease, buildmetadata) = match.group(1, 2, 3, 4, 5)
lib/ansible/utils/version.py:201:        if prerelease:
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:202:            self.prerelease = tuple(_Numeric(x) if x.isdigit() else _Alpha(x) for x in prerelease.split('.'))
lib/ansible/utils/version.py:203:        if buildmetadata:
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:204:            self.buildmetadata = tuple(_Numeric(x) if x.isdigit() else _Alpha(x) for x in buildmetadata.split('.'))
test/units/utils/test_version.py:256:def test_alpha():
test/units/utils/test_version.py:257:    assert _Alpha('a') == _Alpha('a')
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:54:    def __eq__(self, other):
lib/ansible/utils/version.py:55:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:56:            return self.specifier == other.specifier
test/units/utils/test_version.py:258:    assert _Alpha('a') == 'a'
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:54:    def __eq__(self, other):
lib/ansible/utils/version.py:55:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:57:        elif isinstance(other, str):
lib/ansible/utils/version.py:58:            return self.specifier == other
test/units/utils/test_version.py:259:    assert _Alpha('a') != _Alpha('b')
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:62:    def __ne__(self, other):
lib/ansible/utils/version.py:54:    def __eq__(self, other):
lib/ansible/utils/version.py:55:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:56:            return self.specifier == other.specifier
lib/ansible/utils/version.py:63:        return not self.__eq__(other)
lib/ansible/utils/version.py:54:    def __eq__(self, other):
lib/ansible/utils/version.py:55:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:56:            return self.specifier == other.specifier
test/units/utils/test_version.py:260:    assert _Alpha('a') != 1
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:62:    def __ne__(self, other):
lib/ansible/utils/version.py:54:    def __eq__(self, other):
lib/ansible/utils/version.py:55:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:57:        elif isinstance(other, str):
lib/ansible/utils/version.py:60:        return False
lib/ansible/utils/version.py:63:        return not self.__eq__(other)
lib/ansible/utils/version.py:54:    def __eq__(self, other):
lib/ansible/utils/version.py:55:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:57:        elif isinstance(other, str):
lib/ansible/utils/version.py:60:        return False
test/units/utils/test_version.py:261:    assert _Alpha('a') < _Alpha('b')
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
test/units/utils/test_version.py:262:    assert _Alpha('a') < 'c'
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:68:        elif isinstance(other, str):
lib/ansible/utils/version.py:69:            return self.specifier < other
test/units/utils/test_version.py:263:    assert _Alpha('a') > _Numeric(1)
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:91:    def __init__(self, specifier):
lib/ansible/utils/version.py:92:        self.specifier = int(specifier)
lib/ansible/utils/version.py:75:    def __gt__(self, other):
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:68:        elif isinstance(other, str):
lib/ansible/utils/version.py:70:        elif isinstance(other, _Numeric):
lib/ansible/utils/version.py:71:            return False
lib/ansible/utils/version.py:76:        return not self.__lt__(other)
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:68:        elif isinstance(other, str):
lib/ansible/utils/version.py:70:        elif isinstance(other, _Numeric):
lib/ansible/utils/version.py:71:            return False
test/units/utils/test_version.py:264:    with pytest.raises(ValueError):
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:68:        elif isinstance(other, str):
lib/ansible/utils/version.py:70:        elif isinstance(other, _Numeric):
test/units/utils/test_version.py:266:    assert _Alpha('a') <= _Alpha('a')
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:78:    def __le__(self, other):
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:54:    def __eq__(self, other):
lib/ansible/utils/version.py:55:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:56:            return self.specifier == other.specifier
lib/ansible/utils/version.py:79:        return self.__lt__(other) or self.__eq__(other)
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:54:    def __eq__(self, other):
lib/ansible/utils/version.py:55:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:56:            return self.specifier == other.specifier
test/units/utils/test_version.py:267:    assert _Alpha('a') <= _Alpha('b')
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:78:    def __le__(self, other):
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:79:        return self.__lt__(other) or self.__eq__(other)
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
test/units/utils/test_version.py:268:    assert _Alpha('b') >= _Alpha('a')
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:81:    def __ge__(self, other):
lib/ansible/utils/version.py:75:    def __gt__(self, other):
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:76:        return not self.__lt__(other)
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:82:        return self.__gt__(other) or self.__eq__(other)
lib/ansible/utils/version.py:75:    def __gt__(self, other):
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:76:        return not self.__lt__(other)
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
test/units/utils/test_version.py:269:    assert _Alpha('b') >= _Alpha('b')
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:48:    def __init__(self, specifier):
lib/ansible/utils/version.py:49:        self.specifier = specifier
lib/ansible/utils/version.py:81:    def __ge__(self, other):
lib/ansible/utils/version.py:75:    def __gt__(self, other):
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:76:        return not self.__lt__(other)
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:82:        return self.__gt__(other) or self.__eq__(other)
lib/ansible/utils/version.py:75:    def __gt__(self, other):
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
lib/ansible/utils/version.py:76:        return not self.__lt__(other)
lib/ansible/utils/version.py:65:    def __lt__(self, other):
lib/ansible/utils/version.py:66:        if isinstance(other, _Alpha):
lib/ansible/utils/version.py:67:            return self.specifier < other.specifier
test/units/utils/test_version.py:275:    assert _Alpha('a') == _Alpha('a')
